Sample_ID,Architecture,Tool,Success_Status,Time_s,Mem_MB,Func_Count,Block_Count,IR_Stmt_Count
CWE197_Numeric_Truncation_Error__int_rand_to_short_44_mips_Ofast.good,MIPS,angr,Success,.98,133.58,103,190,2632
CWE197_Numeric_Truncation_Error__int_rand_to_short_44_mips_Ofast.good,MIPS,bap,Success,4.38,28.37,0,830,804
CWE197_Numeric_Truncation_Error__int_rand_to_short_44_mips_Ofast.good,MIPS,llvm,Success,.01,8.52,0,0,0
CWE401_Memory_Leak__int64_t_realloc_03_armel_Os.good,ARM,ghidra,Success,66.50,1013.53,1304,32069,735379
CWE401_Memory_Leak__int64_t_realloc_03_armel_Os.good,ARM,angr,Success,20.94,509.86,3607,33567,656995
CWE401_Memory_Leak__int64_t_realloc_03_armel_Os.good,ARM,bap,Success,40.82,28.64,0,123631,219177
CWE401_Memory_Leak__int64_t_realloc_03_armel_Os.good,ARM,llvm,Success,.01,8.78,0,0,0
CWE401_Memory_Leak__char_malloc_07_x86_64_O0.good,x86-64,ghidra,Success,7.87,718.76,135,246,3531
CWE401_Memory_Leak__char_malloc_07_x86_64_O0.good,x86-64,angr,Success,.88,135.07,156,320,4938
CWE401_Memory_Leak__char_malloc_07_x86_64_O0.good,x86-64,bap,Success,4.68,28.85,0,1124,2563
CWE401_Memory_Leak__char_malloc_07_x86_64_O0.good,x86-64,llvm,Success,.01,9.93,0,0,1154
CWE401_Memory_Leak__int64_t_realloc_15_mips_Ofast.good,MIPS,ghidra,Success,8.31,635.57,108,172,2505
CWE401_Memory_Leak__int64_t_realloc_15_mips_Ofast.good,MIPS,angr,Success,.96,133.70,106,197,2656
CWE401_Memory_Leak__int64_t_realloc_15_mips_Ofast.good,MIPS,bap,Success,4.38,28.54,0,866,839
CWE401_Memory_Leak__int64_t_realloc_15_mips_Ofast.good,MIPS,llvm,Success,.01,8.35,0,0,0
CWE401_Memory_Leak__strdup_char_06_armel_Ofast.good,ARM,ghidra,Success,66.02,978.14,1303,32076,735703
CWE401_Memory_Leak__strdup_char_06_armel_Ofast.good,ARM,angr,Success,20.88,509.83,3547,33575,657361
CWE401_Memory_Leak__strdup_char_06_armel_Ofast.good,ARM,bap,Success,40.66,28.58,0,123856,219686
CWE401_Memory_Leak__strdup_char_06_armel_Ofast.good,ARM,llvm,Success,.01,8.66,0,0,0
CWE197_Numeric_Truncation_Error__int_rand_to_short_31_riscv64_O3.good,UCB RISC-V,ghidra,Success,7.78,706.62,122,187,1526
CWE197_Numeric_Truncation_Error__int_rand_to_short_31_riscv64_O3.good,UCB RISC-V,angr,Failure - Crash,.73,112.68,0,0,0
CWE197_Numeric_Truncation_Error__int_rand_to_short_31_riscv64_O3.good,UCB RISC-V,bap,Success,4.38,28.27,0,691,700
CWE197_Numeric_Truncation_Error__int_rand_to_short_31_riscv64_O3.good,UCB RISC-V,llvm,Success,.01,8.44,0,0,0
CWE401_Memory_Leak__int_calloc_13_x86_64_Os.bad,x86-64,ghidra,Success,7.65,737.89,136,202,1930
CWE401_Memory_Leak__int_calloc_13_x86_64_Os.bad,x86-64,angr,Success,.93,134.00,159,280,2831
CWE401_Memory_Leak__int_calloc_13_x86_64_Os.bad,x86-64,bap,Success,4.52,28.51,0,647,1536
CWE401_Memory_Leak__int_calloc_13_x86_64_Os.bad,x86-64,llvm,Success,.02,10.36,0,0,693
CWE401_Memory_Leak__int64_t_malloc_14_mips_Os.good,MIPS,ghidra,Success,8.32,751.34,108,181,2630
CWE401_Memory_Leak__int64_t_malloc_14_mips_Os.good,MIPS,angr,Success,.99,133.43,106,206,2808
CWE401_Memory_Leak__int64_t_malloc_14_mips_Os.good,MIPS,bap,Success,4.51,28.64,0,901,873
CWE401_Memory_Leak__int64_t_malloc_14_mips_Os.good,MIPS,llvm,Success,.01,8.60,0,0,0
CWE401_Memory_Leak__int64_t_calloc_10_x86_64_Ofast.good,x86-64,ghidra,Success,7.65,721.46,137,211,2224
CWE401_Memory_Leak__int64_t_calloc_10_x86_64_Ofast.good,x86-64,angr,Success,.91,135.69,222,351,3119
CWE401_Memory_Leak__int64_t_calloc_10_x86_64_Ofast.good,x86-64,bap,Success,4.53,28.27,0,709,1739
CWE401_Memory_Leak__int64_t_calloc_10_x86_64_Ofast.good,x86-64,llvm,Success,.02,10.01,0,0,808
CWE401_Memory_Leak__char_calloc_21_mips_Ofast.bad,MIPS,ghidra,Success,8.35,780.25,110,184,2938
CWE401_Memory_Leak__char_calloc_21_mips_Ofast.bad,MIPS,angr,Success,1.00,134.23,108,210,3097
CWE401_Memory_Leak__char_calloc_21_mips_Ofast.bad,MIPS,bap,Success,4.42,28.46,0,986,964
CWE401_Memory_Leak__char_calloc_21_mips_Ofast.bad,MIPS,llvm,Success,.01,8.33,0,0,0
CWE484_Omitted_Break_Statement_in_Switch__basic_04_armel_Ofast.good,ARM,ghidra,Success,66.73,939.04,1303,32094,735799
CWE484_Omitted_Break_Statement_in_Switch__basic_04_armel_Ofast.good,ARM,angr,Success,21.07,509.96,3607,33608,657212
CWE484_Omitted_Break_Statement_in_Switch__basic_04_armel_Ofast.good,ARM,bap,Success,40.97,28.77,0,123853,219561
CWE484_Omitted_Break_Statement_in_Switch__basic_04_armel_Ofast.good,ARM,llvm,Success,.01,8.42,0,0,0
CWE401_Memory_Leak__int_malloc_18_riscv64_Os.good,UCB RISC-V,ghidra,Success,7.82,723.77,126,183,1406
CWE401_Memory_Leak__int_malloc_18_riscv64_Os.good,UCB RISC-V,angr,Failure - Crash,.74,112.35,0,0,0
CWE401_Memory_Leak__int_malloc_18_riscv64_Os.good,UCB RISC-V,bap,Success,4.40,28.84,0,643,666
CWE401_Memory_Leak__int_malloc_18_riscv64_Os.good,UCB RISC-V,llvm,Success,.01,8.55,0,0,0
CWE401_Memory_Leak__int_realloc_12_armel_O0.bad,ARM,ghidra,Success,8.62,724.71,141,274,8265
CWE401_Memory_Leak__int_realloc_12_armel_O0.bad,ARM,angr,Success,.96,133.92,120,300,5751
CWE401_Memory_Leak__int_realloc_12_armel_O0.bad,ARM,bap,Success,4.58,28.27,0,1378,2276
CWE401_Memory_Leak__int_realloc_12_armel_O0.bad,ARM,llvm,Success,.01,8.56,0,0,0
CWE197_Numeric_Truncation_Error__int_fgets_to_char_07_riscv64_O2.good,UCB RISC-V,ghidra,Success,7.80,829.79,128,192,1564
CWE197_Numeric_Truncation_Error__int_fgets_to_char_07_riscv64_O2.good,UCB RISC-V,angr,Failure - Crash,.74,112.70,0,0,0
CWE197_Numeric_Truncation_Error__int_fgets_to_char_07_riscv64_O2.good,UCB RISC-V,bap,Success,4.37,28.12,0,710,729
CWE197_Numeric_Truncation_Error__int_fgets_to_char_07_riscv64_O2.good,UCB RISC-V,llvm,Success,.01,8.56,0,0,0
CWE401_Memory_Leak__twoIntsStruct_malloc_45_riscv64_O0.bad,UCB RISC-V,ghidra,Success,8.11,667.90,132,217,2705
CWE401_Memory_Leak__twoIntsStruct_malloc_45_riscv64_O0.bad,UCB RISC-V,angr,Failure - Crash,.71,112.41,0,0,0
CWE401_Memory_Leak__twoIntsStruct_malloc_45_riscv64_O0.bad,UCB RISC-V,bap,Success,4.49,28.24,0,1155,1159
CWE401_Memory_Leak__twoIntsStruct_malloc_45_riscv64_O0.bad,UCB RISC-V,llvm,Success,.01,8.74,0,0,0
CWE484_Omitted_Break_Statement_in_Switch__basic_15_x86_64_Ofast.good,x86-64,ghidra,Success,7.61,689.89,130,211,2676
CWE484_Omitted_Break_Statement_in_Switch__basic_15_x86_64_Ofast.good,x86-64,angr,Success,.91,135.28,213,345,3302
CWE484_Omitted_Break_Statement_in_Switch__basic_15_x86_64_Ofast.good,x86-64,bap,Success,4.60,28.78,0,727,1953
CWE484_Omitted_Break_Statement_in_Switch__basic_15_x86_64_Ofast.good,x86-64,llvm,Success,.01,10.03,0,0,825
CWE197_Numeric_Truncation_Error__int_large_to_char_06_armel_O0.bad,ARM,ghidra,Success,66.43,990.78,1304,32096,737589
CWE197_Numeric_Truncation_Error__int_large_to_char_06_armel_O0.bad,ARM,angr,Success,21.75,509.52,3531,33574,658526
CWE197_Numeric_Truncation_Error__int_large_to_char_06_armel_O0.bad,ARM,bap,Success,41.26,28.89,0,124176,219943
CWE197_Numeric_Truncation_Error__int_large_to_char_06_armel_O0.bad,ARM,llvm,Success,.01,8.78,0,0,0
CWE197_Numeric_Truncation_Error__int_connect_socket_to_char_02_armel_O1.bad,ARM,ghidra,Success,66.19,946.41,1304,32118,736545
CWE197_Numeric_Truncation_Error__int_connect_socket_to_char_02_armel_O1.bad,ARM,angr,Success,22.33,510.33,3542,33570,657578
CWE197_Numeric_Truncation_Error__int_connect_socket_to_char_02_armel_O1.bad,ARM,bap,Success,41.06,28.53,0,123911,219542
CWE197_Numeric_Truncation_Error__int_connect_socket_to_char_02_armel_O1.bad,ARM,llvm,Success,.01,8.39,0,0,0
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_17_mips_O1.bad,MIPS,ghidra,Success,8.08,797.17,107,191,2883
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_17_mips_O1.bad,MIPS,angr,Success,.98,134.05,106,217,3282
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_17_mips_O1.bad,MIPS,bap,Success,4.45,28.60,0,1004,957
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_17_mips_O1.bad,MIPS,llvm,Success,.01,8.23,0,0,0
CWE401_Memory_Leak__char_calloc_10_mips_Ofast.good,MIPS,ghidra,Success,8.30,831.66,111,198,3011
CWE401_Memory_Leak__char_calloc_10_mips_Ofast.good,MIPS,angr,Success,.99,134.00,109,224,3219
CWE401_Memory_Leak__char_calloc_10_mips_Ofast.good,MIPS,bap,Success,4.42,28.77,0,1024,989
CWE401_Memory_Leak__char_calloc_10_mips_Ofast.good,MIPS,llvm,Success,.01,8.56,0,0,0
CWE401_Memory_Leak__int_calloc_06_riscv64_O0.bad,UCB RISC-V,ghidra,Success,7.88,855.12,134,236,2828
CWE401_Memory_Leak__int_calloc_06_riscv64_O0.bad,UCB RISC-V,angr,Failure - Crash,.73,112.35,0,0,0
CWE401_Memory_Leak__int_calloc_06_riscv64_O0.bad,UCB RISC-V,bap,Success,4.60,28.51,0,1226,1235
CWE401_Memory_Leak__int_calloc_06_riscv64_O0.bad,UCB RISC-V,llvm,Success,.01,8.43,0,0,0
CWE401_Memory_Leak__char_realloc_45_riscv64_O2.bad,UCB RISC-V,ghidra,Success,7.84,766.59,127,194,1611
CWE401_Memory_Leak__char_realloc_45_riscv64_O2.bad,UCB RISC-V,angr,Failure - Crash,.73,112.82,0,0,0
CWE401_Memory_Leak__char_realloc_45_riscv64_O2.bad,UCB RISC-V,bap,Success,4.39,29.06,0,730,753
CWE401_Memory_Leak__char_realloc_45_riscv64_O2.bad,UCB RISC-V,llvm,Success,.01,8.63,0,0,0
CWE366_Race_Condition_Within_Thread__global_int_12_riscv64_Ofast.good,UCB RISC-V,ghidra,Success,8.18,688.95,125,261,1948
CWE366_Race_Condition_Within_Thread__global_int_12_riscv64_Ofast.good,UCB RISC-V,angr,Failure - Crash,.74,112.74,0,0,0
CWE366_Race_Condition_Within_Thread__global_int_12_riscv64_Ofast.good,UCB RISC-V,bap,Success,4.44,28.48,0,910,955
CWE366_Race_Condition_Within_Thread__global_int_12_riscv64_Ofast.good,UCB RISC-V,llvm,Success,.01,8.66,0,0,0
CWE197_Numeric_Truncation_Error__int_fgets_to_char_04_riscv64_O3.bad,UCB RISC-V,ghidra,Success,7.83,710.21,128,192,1564
CWE197_Numeric_Truncation_Error__int_fgets_to_char_04_riscv64_O3.bad,UCB RISC-V,angr,Failure - Crash,.76,112.55,0,0,0
CWE197_Numeric_Truncation_Error__int_fgets_to_char_04_riscv64_O3.bad,UCB RISC-V,bap,Success,4.48,28.97,0,710,729
CWE197_Numeric_Truncation_Error__int_fgets_to_char_04_riscv64_O3.bad,UCB RISC-V,llvm,Success,.01,8.63,0,0,0
CWE401_Memory_Leak__twoIntsStruct_malloc_17_riscv64_O2.bad,UCB RISC-V,ghidra,Success,7.99,732.69,127,194,1569
CWE401_Memory_Leak__twoIntsStruct_malloc_17_riscv64_O2.bad,UCB RISC-V,angr,Failure - Crash,.72,112.48,0,0,0
CWE401_Memory_Leak__twoIntsStruct_malloc_17_riscv64_O2.bad,UCB RISC-V,bap,Success,4.36,28.45,0,715,738
CWE401_Memory_Leak__twoIntsStruct_malloc_17_riscv64_O2.bad,UCB RISC-V,llvm,Success,.01,8.41,0,0,0
CWE401_Memory_Leak__twoIntsStruct_realloc_04_mips_O1.bad,MIPS,ghidra,Success,8.04,753.46,108,201,3054
CWE401_Memory_Leak__twoIntsStruct_realloc_04_mips_O1.bad,MIPS,angr,Success,.99,133.94,107,227,3473
CWE401_Memory_Leak__twoIntsStruct_realloc_04_mips_O1.bad,MIPS,bap,Success,4.52,29.00,0,1065,1014
CWE401_Memory_Leak__twoIntsStruct_realloc_04_mips_O1.bad,MIPS,llvm,Success,.01,8.46,0,0,0
CWE401_Memory_Leak__int64_t_calloc_07_mips_O0.good,MIPS,ghidra,Success,8.29,690.08,112,225,4139
CWE401_Memory_Leak__int64_t_calloc_07_mips_O0.good,MIPS,angr,Success,1.00,134.69,110,251,5254
CWE401_Memory_Leak__int64_t_calloc_07_mips_O0.good,MIPS,bap,Success,4.56,28.29,0,1692,1520
CWE401_Memory_Leak__int64_t_calloc_07_mips_O0.good,MIPS,llvm,Success,.01,8.40,0,0,0
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_07_riscv64_O3.good,UCB RISC-V,ghidra,Success,7.74,781.76,128,222,1701
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_07_riscv64_O3.good,UCB RISC-V,angr,Failure - Crash,.73,112.64,0,0,0
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_07_riscv64_O3.good,UCB RISC-V,bap,Success,4.41,28.03,0,795,834
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_07_riscv64_O3.good,UCB RISC-V,llvm,Success,.01,8.56,0,0,0
CWE401_Memory_Leak__twoIntsStruct_realloc_31_mips_O3.bad,MIPS,ghidra,Success,8.14,777.20,107,174,2636
CWE401_Memory_Leak__twoIntsStruct_realloc_31_mips_O3.bad,MIPS,angr,Success,.96,133.71,105,199,2779
CWE401_Memory_Leak__twoIntsStruct_realloc_31_mips_O3.bad,MIPS,bap,Success,4.43,29.06,0,897,869
CWE401_Memory_Leak__twoIntsStruct_realloc_31_mips_O3.bad,MIPS,llvm,Success,.01,8.63,0,0,0
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_31_mips_O1.good,MIPS,ghidra,Success,8.16,710.41,118,205,3036
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_31_mips_O1.good,MIPS,angr,Success,1.06,133.73,117,237,3486
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_31_mips_O1.good,MIPS,bap,Success,4.44,28.66,0,1040,998
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_31_mips_O1.good,MIPS,llvm,Success,.01,8.66,0,0,0
CWE197_Numeric_Truncation_Error__int_rand_to_short_45_armel_Ofast.good,ARM,ghidra,Success,65.36,1003.88,1302,32069,735509
CWE197_Numeric_Truncation_Error__int_rand_to_short_45_armel_Ofast.good,ARM,angr,Success,23.56,511.28,3669,33621,657406
CWE197_Numeric_Truncation_Error__int_rand_to_short_45_armel_Ofast.good,ARM,bap,Success,39.86,28.22,0,123706,219310
CWE197_Numeric_Truncation_Error__int_rand_to_short_45_armel_Ofast.good,ARM,llvm,Success,.01,8.72,0,0,0
CWE401_Memory_Leak__twoIntsStruct_malloc_32_mips_Os.bad,MIPS,ghidra,Success,8.24,712.13,107,166,2513
CWE401_Memory_Leak__twoIntsStruct_malloc_32_mips_Os.bad,MIPS,angr,Success,.97,133.45,105,191,2692
CWE401_Memory_Leak__twoIntsStruct_malloc_32_mips_Os.bad,MIPS,bap,Success,4.41,28.30,0,850,827
CWE401_Memory_Leak__twoIntsStruct_malloc_32_mips_Os.bad,MIPS,llvm,Success,.01,8.67,0,0,0
CWE197_Numeric_Truncation_Error__int_fgets_to_char_21_armel_Os.bad,ARM,ghidra,Success,65.96,986.40,1304,32105,736278
CWE197_Numeric_Truncation_Error__int_fgets_to_char_21_armel_Os.bad,ARM,angr,Success,22.51,510.43,3514,33597,658162
CWE197_Numeric_Truncation_Error__int_fgets_to_char_21_armel_Os.bad,ARM,bap,Success,41.02,28.30,0,123864,219512
CWE197_Numeric_Truncation_Error__int_fgets_to_char_21_armel_Os.bad,ARM,llvm,Success,.01,8.77,0,0,0
CWE197_Numeric_Truncation_Error__int_fgets_to_char_03_mips_O3.good,MIPS,ghidra,Success,8.22,817.63,108,168,2510
CWE197_Numeric_Truncation_Error__int_fgets_to_char_03_mips_O3.good,MIPS,angr,Success,.97,133.71,106,194,2704
CWE197_Numeric_Truncation_Error__int_fgets_to_char_03_mips_O3.good,MIPS,bap,Success,4.47,28.60,0,864,836
CWE197_Numeric_Truncation_Error__int_fgets_to_char_03_mips_O3.good,MIPS,llvm,Success,.01,8.68,0,0,0
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_16_x86_64_O3.good,x86-64,ghidra,Success,7.58,708.91,132,197,2155
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_16_x86_64_O3.good,x86-64,angr,Success,.93,134.81,210,328,2935
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_16_x86_64_O3.good,x86-64,bap,Success,4.56,28.55,0,673,1672
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_16_x86_64_O3.good,x86-64,llvm,Success,.02,10.33,0,0,769
CWE197_Numeric_Truncation_Error__int_large_to_char_31_mips_Os.good,MIPS,ghidra,Success,8.16,801.32,104,153,2256
CWE197_Numeric_Truncation_Error__int_large_to_char_31_mips_Os.good,MIPS,angr,Success,.96,133.32,102,177,2433
CWE197_Numeric_Truncation_Error__int_large_to_char_31_mips_Os.good,MIPS,bap,Success,4.43,28.77,0,774,749
CWE197_Numeric_Truncation_Error__int_large_to_char_31_mips_Os.good,MIPS,llvm,Success,.01,8.64,0,0,0
CWE401_Memory_Leak__int_malloc_18_riscv64_O2.bad,UCB RISC-V,ghidra,Success,7.88,671.14,126,194,1520
CWE401_Memory_Leak__int_malloc_18_riscv64_O2.bad,UCB RISC-V,angr,Failure - Crash,.74,112.60,0,0,0
CWE401_Memory_Leak__int_malloc_18_riscv64_O2.bad,UCB RISC-V,bap,Success,4.56,28.04,0,698,722
CWE401_Memory_Leak__int_malloc_18_riscv64_O2.bad,UCB RISC-V,llvm,Success,.01,8.64,0,0,0
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_14_armel_O0.bad,ARM,ghidra,Success,66.64,988.31,1309,32146,738614
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_14_armel_O0.bad,ARM,angr,Success,22.12,510.25,3508,33684,661724
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_14_armel_O0.bad,ARM,bap,Success,40.75,28.66,0,124398,220343
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_14_armel_O0.bad,ARM,llvm,Success,.01,8.39,0,0,0
CWE401_Memory_Leak__twoIntsStruct_realloc_02_mips_Os.good,MIPS,ghidra,Success,8.15,708.06,108,169,2524
CWE401_Memory_Leak__twoIntsStruct_realloc_02_mips_Os.good,MIPS,angr,Success,1.02,133.69,106,194,2711
CWE401_Memory_Leak__twoIntsStruct_realloc_02_mips_Os.good,MIPS,bap,Success,4.40,28.96,0,859,835
CWE401_Memory_Leak__twoIntsStruct_realloc_02_mips_Os.good,MIPS,llvm,Success,.01,8.75,0,0,0
CWE401_Memory_Leak__int64_t_realloc_16_mips_O3.good,MIPS,ghidra,Success,8.04,734.67,107,171,2521
CWE401_Memory_Leak__int64_t_realloc_16_mips_O3.good,MIPS,angr,Success,.98,133.63,105,196,2667
CWE401_Memory_Leak__int64_t_realloc_16_mips_O3.good,MIPS,bap,Success,4.42,28.24,0,867,841
CWE401_Memory_Leak__int64_t_realloc_16_mips_O3.good,MIPS,llvm,Success,.01,8.75,0,0,0
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_17_x86_64_Os.bad,x86-64,ghidra,Success,7.70,706.25,135,194,1923
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_17_x86_64_Os.bad,x86-64,angr,Success,.88,134.23,158,272,2811
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_17_x86_64_Os.bad,x86-64,bap,Success,4.49,29.21,0,645,1522
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_17_x86_64_Os.bad,x86-64,llvm,Success,.01,9.99,0,0,694
CWE401_Memory_Leak__twoIntsStruct_realloc_15_x86_64_O0.bad,x86-64,ghidra,Success,7.80,813.89,138,237,3450
CWE401_Memory_Leak__twoIntsStruct_realloc_15_x86_64_O0.bad,x86-64,angr,Success,.95,134.51,160,314,4810
CWE401_Memory_Leak__twoIntsStruct_realloc_15_x86_64_O0.bad,x86-64,bap,Success,4.65,28.79,0,1111,2497
CWE401_Memory_Leak__twoIntsStruct_realloc_15_x86_64_O0.bad,x86-64,llvm,Success,.02,10.00,0,0,1148
CWE401_Memory_Leak__malloc_realloc_int_09_x86_64_O0.good,x86-64,ghidra,Success,7.73,758.05,136,232,2916
CWE401_Memory_Leak__malloc_realloc_int_09_x86_64_O0.good,x86-64,angr,Success,.93,134.77,158,309,4497
CWE401_Memory_Leak__malloc_realloc_int_09_x86_64_O0.good,x86-64,bap,Success,4.66,28.49,0,1028,2143
CWE401_Memory_Leak__malloc_realloc_int_09_x86_64_O0.good,x86-64,llvm,Success,.01,9.92,0,0,1073
CWE401_Memory_Leak__int64_t_realloc_17_riscv64_O0.bad,UCB RISC-V,ghidra,Success,7.85,681.50,132,231,2759
CWE401_Memory_Leak__int64_t_realloc_17_riscv64_O0.bad,UCB RISC-V,angr,Failure - Crash,.73,112.66,0,0,0
CWE401_Memory_Leak__int64_t_realloc_17_riscv64_O0.bad,UCB RISC-V,bap,Success,4.51,28.50,0,1168,1170
CWE401_Memory_Leak__int64_t_realloc_17_riscv64_O0.bad,UCB RISC-V,llvm,Success,.01,8.51,0,0,0
CWE401_Memory_Leak__int_realloc_32_mips_O3.good,MIPS,ghidra,Success,8.17,725.03,107,171,2517
CWE401_Memory_Leak__int_realloc_32_mips_O3.good,MIPS,angr,Success,.97,133.29,105,196,2661
CWE401_Memory_Leak__int_realloc_32_mips_O3.good,MIPS,bap,Success,4.42,28.66,0,863,837
CWE401_Memory_Leak__int_realloc_32_mips_O3.good,MIPS,llvm,Success,.01,8.68,0,0,0
CWE401_Memory_Leak__char_calloc_44_mips_O2.good,MIPS,ghidra,Success,8.27,762.69,110,172,2634
CWE401_Memory_Leak__char_calloc_44_mips_O2.good,MIPS,angr,Success,.97,133.78,108,198,2794
CWE401_Memory_Leak__char_calloc_44_mips_O2.good,MIPS,bap,Success,4.45,28.85,0,901,878
CWE401_Memory_Leak__char_calloc_44_mips_O2.good,MIPS,llvm,Success,.01,8.70,0,0,0
CWE401_Memory_Leak__int_realloc_16_riscv64_Ofast.good,UCB RISC-V,ghidra,Success,8.09,760.57,126,194,1520
CWE401_Memory_Leak__int_realloc_16_riscv64_Ofast.good,UCB RISC-V,angr,Failure - Crash,.74,112.68,0,0,0
CWE401_Memory_Leak__int_realloc_16_riscv64_Ofast.good,UCB RISC-V,bap,Success,4.48,28.26,0,698,722
CWE401_Memory_Leak__int_realloc_16_riscv64_Ofast.good,UCB RISC-V,llvm,Success,.01,8.85,0,0,0
CWE484_Omitted_Break_Statement_in_Switch__basic_18_mips_O1.bad,MIPS,ghidra,Success,8.09,803.28,104,200,2861
CWE484_Omitted_Break_Statement_in_Switch__basic_18_mips_O1.bad,MIPS,angr,Success,.97,133.73,103,225,3346
CWE484_Omitted_Break_Statement_in_Switch__basic_18_mips_O1.bad,MIPS,bap,Success,4.43,28.47,0,1026,972
CWE484_Omitted_Break_Statement_in_Switch__basic_18_mips_O1.bad,MIPS,llvm,Success,.01,8.34,0,0,0
CWE197_Numeric_Truncation_Error__int_rand_to_char_10_riscv64_O1.good,UCB RISC-V,ghidra,Success,7.92,838.72,124,219,1819
CWE197_Numeric_Truncation_Error__int_rand_to_char_10_riscv64_O1.good,UCB RISC-V,angr,Failure - Crash,.72,112.70,0,0,0
CWE197_Numeric_Truncation_Error__int_rand_to_char_10_riscv64_O1.good,UCB RISC-V,bap,Success,8.46,28.71,0,820,854
CWE197_Numeric_Truncation_Error__int_rand_to_char_10_riscv64_O1.good,UCB RISC-V,llvm,Success,.01,8.85,0,0,0
CWE401_Memory_Leak__malloc_realloc_char_15_riscv64_Os.good,UCB RISC-V,ghidra,Success,6.63,815.50,132,198,1538
CWE401_Memory_Leak__malloc_realloc_char_15_riscv64_Os.good,UCB RISC-V,angr,Failure - Crash,.73,112.90,0,0,0
CWE401_Memory_Leak__malloc_realloc_char_15_riscv64_Os.good,UCB RISC-V,bap,Success,8.58,28.30,0,702,732
CWE401_Memory_Leak__malloc_realloc_char_15_riscv64_Os.good,UCB RISC-V,llvm,Success,.01,8.81,0,0,0
CWE401_Memory_Leak__int64_t_malloc_42_armel_O1.bad,ARM,ghidra,Success,65.98,942.22,1303,32094,736002
CWE401_Memory_Leak__int64_t_malloc_42_armel_O1.bad,ARM,angr,Success,21.42,511.70,3766,33595,657746
CWE401_Memory_Leak__int64_t_malloc_42_armel_O1.bad,ARM,bap,Success,45.03,28.91,0,123865,219667
CWE401_Memory_Leak__int64_t_malloc_42_armel_O1.bad,ARM,llvm,Success,.01,8.37,0,0,0
CWE366_Race_Condition_Within_Thread__global_int_02_mips_O0.bad,MIPS,ghidra,Success,8.18,723.06,108,258,4281
CWE366_Race_Condition_Within_Thread__global_int_02_mips_O0.bad,MIPS,angr,Success,1.03,134.99,106,282,5658
CWE366_Race_Condition_Within_Thread__global_int_02_mips_O0.bad,MIPS,bap,Success,4.66,28.56,0,1834,1606
CWE366_Race_Condition_Within_Thread__global_int_02_mips_O0.bad,MIPS,llvm,Success,.01,8.54,0,0,0
CWE401_Memory_Leak__int64_t_malloc_10_x86_64_O3.bad,x86-64,ghidra,Success,7.65,723.60,133,208,2184
CWE401_Memory_Leak__int64_t_malloc_10_x86_64_O3.bad,x86-64,angr,Success,.90,135.25,216,344,3041
CWE401_Memory_Leak__int64_t_malloc_10_x86_64_O3.bad,x86-64,bap,Success,4.51,28.66,0,690,1709
CWE401_Memory_Leak__int64_t_malloc_10_x86_64_O3.bad,x86-64,llvm,Success,.01,10.32,0,0,788
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_16_mips_Os.good,MIPS,ghidra,Success,8.11,729.21,109,172,2574
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_16_mips_Os.good,MIPS,angr,Success,1.03,133.86,107,198,2768
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_16_mips_Os.good,MIPS,bap,Success,4.39,28.31,0,870,848
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_16_mips_Os.good,MIPS,llvm,Success,.01,8.55,0,0,0
CWE401_Memory_Leak__strdup_char_09_riscv64_Ofast.good,UCB RISC-V,ghidra,Success,8.02,677.96,127,221,1942
CWE401_Memory_Leak__strdup_char_09_riscv64_Ofast.good,UCB RISC-V,angr,Failure - Crash,.71,112.77,0,0,0
CWE401_Memory_Leak__strdup_char_09_riscv64_Ofast.good,UCB RISC-V,bap,Success,4.48,28.72,0,876,904
CWE401_Memory_Leak__strdup_char_09_riscv64_Ofast.good,UCB RISC-V,llvm,Success,.01,8.56,0,0,0
